event_id,train_number,station_id,timestamp,delay_minutes,cause_category,reported_text
EVT005572,12211,TVC,2026-01-16 16:45,42,Signal,Automatic signalling fault reported at Thiruvananthapuram Central yard.
EVT005573,12272,NDLS,2026-02-15 12:00,71,Rolling Stock,Brake power certification delay at New Delhi.
EVT005574,12028,TVC,2026-02-20 21:15,15,Signal,Points failure at Thiruvananthapuram Central delaying departure.
EVT005575,12224,JBP,2026-01-14 21:30,30,Crew,Crew shortage reported at Jabalpur Junction link.
EVT005576,12181,GHY,2026-01-23 11:00,15,Passenger,"Medical emergency on board, halted at Guwahati."
EVT005577,12205,MAS,2026-02-08 18:00,44,Crew,Guard unavailability causing hold at Chennai Central.
EVT005578,12280,NGP,2026-02-02 20:00,29,Signal,Points failure at Nagpur Junction delaying departure.
EVT005579,12034,SC,2026-02-14 00:00,58,Operational,Late running of connecting rake into Secunderabad Junction.
EVT005580,12269,HYB,2026-01-30 20:00,29,Passenger,"Medical emergency on board, halted at Hyderabad Deccan."
EVT005581,12302,KGP,2026-02-05 14:45,1,Rolling Stock,Coach fault detected during pre-departure check at Kharagpur Junction.
EVT005582,12062,UMB,2026-01-29 15:30,22,Signal,Points failure at Ambala Cantt Junction delaying departure.
EVT005583,12132,TVC,2026-01-19 06:45,42,Signal,Automatic signalling fault reported at Thiruvananthapuram Central yard.
EVT005584,12307,BSP,2026-02-04 02:15,9,Infrastructure,Track maintenance block in effect near Bilaspur Junction.
EVT005585,12275,ASR,2026-01-07 05:30,25,Operational,Crossing conflict with another service at Amritsar Junction.
EVT005586,12257,UBL,2026-01-21 14:15,29,Weather,"Dense fog conditions near Hubballi Junction, speed restricted."
EVT005587,12085,SDAH,2026-02-16 09:00,33,Infrastructure,Track maintenance block in effect near Sealdah.
EVT005588,12055,MS,2026-03-01 23:30,18,Infrastructure,Track maintenance block in effect near Chennai Egmore.
EVT005589,12255,MAS,2026-01-17 10:30,26,Signal,Signal failure near Chennai Central causing hold-up.
EVT005590,12034,SC,2026-01-04 07:15,6,Signal,Automatic signalling fault reported at Secunderabad Junction yard.
EVT005591,12163,VSKP,2026-02-06 18:15,6,Signal,Automatic signalling fault reported at Visakhapatnam yard.
EVT005592,12114,NDLS,2026-02-27 20:00,15,Rolling Stock,Brake power certification delay at New Delhi.
EVT005593,12178,ERS,2026-02-22 02:15,45,Signal,Signal failure near Ernakulam Junction causing hold-up.
EVT005594,12079,ROU,2026-01-28 03:30,1,Weather,High wind speed advisory near Rourkela affecting running.
EVT005595,12130,JP,2026-03-01 17:45,26,Signal,Points failure at Jaipur Junction delaying departure.
EVT005596,12151,CSMT,2026-01-16 03:30,19,Infrastructure,Speed restriction due to track renewal work near Chhatrapati Shivaji Maharaj Terminus.
EVT005597,12110,SDAH,2026-01-31 11:45,30,Operational,Platform congestion at Sealdah delaying berthing.
EVT005598,12102,BBS,2026-01-02 19:45,14,Operational,Platform congestion at Bhubaneswar delaying berthing.
EVT005599,12274,BBS,2026-01-26 04:45,9,Infrastructure,Speed restriction due to track renewal work near Bhubaneswar.
EVT005600,12136,BBS,2026-02-16 03:45,25,Passenger,Passenger chain-pulling incident near Bhubaneswar.
EVT005601,12059,MAS,2026-02-07 15:45,45,Weather,"Dense fog conditions near Chennai Central, speed restricted."
EVT005602,12083,ST,2026-01-17 20:45,14,Operational,Late running of connecting rake into Surat.
EVT005603,12162,KYN,2026-03-01 21:30,6,Crew,Guard unavailability causing hold at Kalyan Junction.
EVT005604,12276,MAS,2026-02-23 19:15,46,Passenger,"Medical emergency on board, halted at Chennai Central."
EVT005605,12145,JP,2026-01-15 19:00,64,Weather,"Dense fog conditions near Jaipur Junction, speed restricted."
EVT005606,12062,NDLS,2026-01-06 03:00,41,Signal,Signal failure near New Delhi causing hold-up.
EVT005607,12250,TPJ,2026-02-04 20:45,16,Infrastructure,Track maintenance block in effect near Tiruchchirapalli Junction.
EVT005608,12243,NDLS,2026-01-24 04:00,81,Crew,Guard unavailability causing hold at New Delhi.
EVT005609,12237,TATA,2026-02-06 15:00,83,Signal,Points failure at Tatanagar Junction delaying departure.
EVT005610,12040,TVC,2026-01-08 13:15,46,Weather,High wind speed advisory near Thiruvananthapuram Central affecting running.
EVT005611,12161,PRYJ,2026-01-29 15:00,71,Operational,Late running of connecting rake into Prayagraj Junction.
EVT005612,12202,PRYJ,2026-01-28 15:30,7,Operational,Platform congestion at Prayagraj Junction delaying berthing.
EVT005613,12206,ASN,2026-01-22 17:30,48,Operational,Late running of connecting rake into Asansol Junction.
EVT005614,12159,COR,2026-01-19 10:00,36,Weather,"Dense fog conditions near Kota Junction, speed restricted."
EVT005615,12315,MYS,2026-01-15 16:45,1,Crew,Guard unavailability causing hold at Mysuru Junction.
EVT005616,12149,CTC,2026-01-27 10:15,57,Signal,Automatic signalling fault reported at Cuttack Junction yard.
EVT005617,12212,NDLS,2026-01-07 10:30,1,Operational,Platform congestion at New Delhi delaying berthing.
EVT005618,12161,BSP,2026-02-14 14:15,52,Infrastructure,Track maintenance block in effect near Bilaspur Junction.
EVT005619,12045,JBP,2026-02-05 13:30,88,Signal,Signal failure near Jabalpur Junction causing hold-up.
EVT005620,12200,BPL,2026-02-03 21:30,11,Infrastructure,Overhead equipment (OHE) tripping reported near Bhopal Junction.
EVT005621,12302,KGP,2026-02-11 12:15,49,Operational,Crossing conflict with another service at Kharagpur Junction.
EVT005622,12120,CTC,2026-01-20 05:15,38,Signal,Automatic signalling fault reported at Cuttack Junction yard.
EVT005623,12315,KGP,2026-02-28 00:30,1,Crew,Crew shortage reported at Kharagpur Junction link.
EVT005624,12178,BWN,2026-01-26 05:45,26,Passenger,Passenger chain-pulling incident near Barddhaman Junction.
EVT005625,12167,ST,2026-01-07 02:30,5,Operational,Platform congestion at Surat delaying berthing.
EVT005626,12280,NDLS,2026-02-16 16:45,47,Operational,Crossing conflict with another service at New Delhi.
EVT005627,12079,DURG,2026-01-08 05:00,15,Signal,Points failure at Durg Junction delaying departure.
EVT005628,12192,GHY,2026-01-24 14:15,14,Signal,Signal failure near Guwahati causing hold-up.
EVT005629,12094,JP,2026-02-13 19:15,71,Signal,Automatic signalling fault reported at Jaipur Junction yard.
EVT005630,12283,NDLS,2026-01-10 19:45,58,Rolling Stock,Coach fault detected during pre-departure check at New Delhi.
EVT005631,12276,TVC,2026-02-23 11:15,26,Signal,Signal failure near Thiruvananthapuram Central causing hold-up.
EVT005632,12163,PRYJ,2026-01-17 21:30,12,Crew,Guard unavailability causing hold at Prayagraj Junction.
EVT005633,12221,PRYJ,2026-02-03 09:45,38,Passenger,Passenger chain-pulling incident near Prayagraj Junction.
EVT005634,12230,JP,2026-01-05 12:00,66,Crew,Loco pilot booking-on delay at Jaipur Junction.
EVT005635,12167,NGP,2026-02-18 22:00,41,Rolling Stock,Brake power certification delay at Nagpur Junction.
EVT005636,12159,JP,2026-02-28 03:00,62,Weather,"Dense fog conditions near Jaipur Junction, speed restricted."
EVT005637,12094,AII,2026-01-26 11:15,16,Passenger,Passenger chain-pulling incident near Ajmer Junction.
EVT005638,12125,NJP,2026-01-31 02:45,58,Passenger,"Medical emergency on board, halted at New Jalpaiguri."
EVT005639,12280,DLI,2026-02-25 08:30,46,Weather,Heavy rain reducing visibility near Delhi Junction (Old Delhi).
EVT005640,12267,GHY,2026-02-17 14:45,73,Operational,Platform congestion at Guwahati delaying berthing.
EVT005641,12240,ERS,2026-02-25 04:45,33,Operational,Crossing conflict with another service at Ernakulam Junction.
EVT005642,12037,CBE,2026-01-02 21:30,34,Signal,Automatic signalling fault reported at Coimbatore Junction yard.
EVT005643,12131,R,2026-01-31 07:45,20,Crew,Crew shortage reported at Raipur Junction link.
EVT005644,12260,PUNE,2026-02-17 10:15,23,Rolling Stock,Coach fault detected during pre-departure check at Pune Junction.
EVT005645,12186,MLDT,2026-02-11 01:00,1,Operational,Platform congestion at Malda Town delaying berthing.
EVT005646,12264,KYN,2026-02-19 21:30,64,Crew,Loco pilot booking-on delay at Kalyan Junction.
EVT005647,12287,KYN,2026-02-28 02:15,57,Weather,Heavy rain reducing visibility near Kalyan Junction.
EVT005648,12186,GHY,2026-02-20 13:15,60,Operational,Platform congestion at Guwahati delaying berthing.
EVT005649,12126,NGP,2026-02-06 21:30,54,Signal,Signal failure near Nagpur Junction causing hold-up.
EVT005650,12224,ADI,2026-02-28 01:00,16,Operational,Crossing conflict with another service at Ahmedabad Junction.
EVT005651,12239,DLI,2026-02-21 10:15,24,Operational,Platform congestion at Delhi Junction (Old Delhi) delaying berthing.
EVT005652,12239,VSKP,2026-02-08 20:15,24,Weather,"Dense fog conditions near Visakhapatnam, speed restricted."
EVT005653,12116,NGP,2026-02-14 13:30,1,Passenger,Passenger chain-pulling incident near Nagpur Junction.
EVT005654,12132,DLI,2026-03-01 06:45,1,Operational,Crossing conflict with another service at Delhi Junction (Old Delhi).
EVT005655,12220,HWH,2026-01-23 09:30,22,Crew,Crew shortage reported at Howrah Junction link.
EVT005656,12038,ERS,2026-02-07 05:45,1,Signal,Automatic signalling fault reported at Ernakulam Junction yard.
EVT005657,12063,DHN,2026-01-18 00:30,1,Operational,Crossing conflict with another service at Dhanbad Junction.
EVT005658,12212,PRYJ,2026-02-12 07:00,19,Signal,Automatic signalling fault reported at Prayagraj Junction yard.
EVT005659,12126,UMB,2026-02-01 18:45,26,Operational,Late running of connecting rake into Ambala Cantt Junction.
EVT005660,12130,KYN,2026-02-28 15:45,32,Weather,High wind speed advisory near Kalyan Junction affecting running.
EVT005661,12179,PNBE,2026-02-14 04:30,27,Rolling Stock,Coach fault detected during pre-departure check at Patna Junction.
EVT005662,12295,ROU,2026-02-04 16:45,71,Infrastructure,Speed restriction due to track renewal work near Rourkela.
EVT005663,12163,PRYJ,2026-01-01 21:45,42,Rolling Stock,Coach fault detected during pre-departure check at Prayagraj Junction.
EVT005664,12140,HWH,2026-01-05 22:45,34,Rolling Stock,Brake power certification delay at Howrah Junction.
EVT005665,12191,JP,2026-02-13 21:45,16,Operational,Crossing conflict with another service at Jaipur Junction.
EVT005666,12065,DLI,2026-01-20 21:00,52,Infrastructure,Track maintenance block in effect near Delhi Junction (Old Delhi).
EVT005667,12279,SC,2026-02-25 15:00,38,Infrastructure,Track maintenance block in effect near Secunderabad Junction.
EVT005668,12236,MDU,2026-02-25 19:45,13,Infrastructure,Speed restriction due to track renewal work near Madurai Junction.
EVT005669,12191,MDU,2026-02-11 19:00,38,Rolling Stock,"Locomotive failure reported, engine change required at Madurai Junction."
EVT005670,12318,COR,2026-02-20 19:15,26,Rolling Stock,"Locomotive failure reported, engine change required at Kota Junction."
EVT005671,12065,PNBE,2026-01-14 19:30,39,Rolling Stock,Brake power certification delay at Patna Junction.
EVT005672,12053,AII,2026-01-10 04:30,25,Signal,Signal failure near Ajmer Junction causing hold-up.
EVT005673,12089,NGP,2026-01-23 06:15,25,Infrastructure,Overhead equipment (OHE) tripping reported near Nagpur Junction.
EVT005674,12221,PRYJ,2026-01-25 07:00,41,Signal,Points failure at Prayagraj Junction delaying departure.
EVT005675,12268,SDAH,2026-02-19 12:00,20,Crew,Guard unavailability causing hold at Sealdah.
EVT005676,12310,SC,2026-02-21 20:45,42,Infrastructure,Track maintenance block in effect near Secunderabad Junction.
EVT005677,12028,JP,2026-02-19 06:30,12,Crew,Crew shortage reported at Jaipur Junction link.
EVT005678,12205,CSMT,2026-01-30 05:15,21,Operational,Late running of connecting rake into Chhatrapati Shivaji Maharaj Terminus.
EVT005679,12068,CSMT,2026-02-05 13:30,46,Rolling Stock,Coach fault detected during pre-departure check at Chhatrapati Shivaji Maharaj Terminus.
EVT005680,12302,SC,2026-02-05 03:00,38,Weather,Heavy rain reducing visibility near Secunderabad Junction.
EVT005681,12095,JP,2026-01-15 21:15,29,Signal,Points failure at Jaipur Junction delaying departure.
EVT005682,12042,ROU,2026-02-25 20:30,41,Weather,High wind speed advisory near Rourkela affecting running.
EVT005683,12157,PRYJ,2026-02-01 08:00,52,Operational,Late running of connecting rake into Prayagraj Junction.
EVT005684,12002,NGP,2026-01-01 09:15,57,Weather,"Dense fog conditions near Nagpur Junction, speed restricted."
EVT005685,12280,NDLS,2026-02-03 14:15,59,Operational,Crossing conflict with another service at New Delhi.
EVT005686,12025,KYN,2026-02-14 07:30,44,Operational,Platform congestion at Kalyan Junction delaying berthing.
EVT005687,12190,JBP,2026-01-03 11:45,44,Operational,Platform congestion at Jabalpur Junction delaying berthing.
EVT005688,12119,BPL,2026-01-12 14:00,38,Rolling Stock,Brake power certification delay at Bhopal Junction.
EVT005689,12087,MAS,2026-01-27 04:45,50,Infrastructure,Speed restriction due to track renewal work near Chennai Central.
EVT005690,12281,NDLS,2026-02-19 10:30,50,Weather,High wind speed advisory near New Delhi affecting running.
EVT005691,12047,GHY,2026-01-15 11:15,57,Infrastructure,Speed restriction due to track renewal work near Guwahati.
EVT005692,12050,ADI,2026-01-10 06:15,58,Rolling Stock,Coach fault detected during pre-departure check at Ahmedabad Junction.
EVT005693,12253,PNBE,2026-01-31 18:15,59,Operational,Crossing conflict with another service at Patna Junction.
EVT005694,12043,VSKP,2026-02-17 02:15,20,Rolling Stock,Coach fault detected during pre-departure check at Visakhapatnam.
EVT005695,12027,JP,2026-01-29 19:45,19,Weather,High wind speed advisory near Jaipur Junction affecting running.
EVT005696,12008,UBL,2026-02-10 09:00,1,Crew,Loco pilot booking-on delay at Hubballi Junction.
EVT005697,12262,HWH,2026-01-15 19:15,1,Operational,Crossing conflict with another service at Howrah Junction.
EVT005698,12305,PRYJ,2026-02-17 23:30,36,Crew,Loco pilot booking-on delay at Prayagraj Junction.
EVT005699,12094,AII,2026-01-08 01:30,35,Signal,Points failure at Ajmer Junction delaying departure.
EVT005700,12049,ADI,2026-01-17 13:00,50,Passenger,Passenger chain-pulling incident near Ahmedabad Junction.
EVT005701,12273,JHS,2026-01-15 07:00,69,Operational,Platform congestion at Jhansi Junction delaying berthing.
EVT005702,12268,NGP,2026-02-12 09:15,20,Infrastructure,Track maintenance block in effect near Nagpur Junction.
EVT005703,12165,NGP,2026-02-08 06:45,34,Weather,High wind speed advisory near Nagpur Junction affecting running.
EVT005704,12057,MAS,2026-01-07 14:45,1,Operational,Platform congestion at Chennai Central delaying berthing.
EVT005705,12284,NDLS,2026-01-07 00:15,12,Rolling Stock,Brake power certification delay at New Delhi.
EVT005706,12003,BBS,2026-02-22 02:45,1,Passenger,"Medical emergency on board, halted at Bhubaneswar."
EVT005707,12021,MAO,2026-01-30 21:45,34,Infrastructure,Track maintenance block in effect near Madgaon Junction.
EVT005708,12059,TVC,2026-02-05 00:45,64,Crew,Guard unavailability causing hold at Thiruvananthapuram Central.
EVT005709,12018,MLDT,2026-01-07 09:15,58,Infrastructure,Track maintenance block in effect near Malda Town.
EVT005710,12311,TATA,2026-01-08 05:00,13,Crew,Loco pilot booking-on delay at Tatanagar Junction.
EVT005711,12075,JP,2026-01-21 00:00,38,Operational,Late running of connecting rake into Jaipur Junction.
EVT005712,12213,BCT,2026-01-19 21:00,26,Rolling Stock,Coach fault detected during pre-departure check at Mumbai Central.
EVT005713,12009,PRYJ,2026-02-28 10:45,68,Weather,High wind speed advisory near Prayagraj Junction affecting running.
EVT005714,12044,PRYJ,2026-01-17 07:00,15,Weather,"Dense fog conditions near Prayagraj Junction, speed restricted."
EVT005715,12114,COR,2026-02-07 07:15,31,Infrastructure,Speed restriction due to track renewal work near Kota Junction.
EVT005716,12264,MAO,2026-01-11 06:30,40,Signal,Points failure at Madgaon Junction delaying departure.
EVT005717,12312,MAS,2026-02-22 05:45,23,Rolling Stock,"Locomotive failure reported, engine change required at Chennai Central."
EVT005718,12138,COR,2026-02-27 19:15,68,Rolling Stock,Brake power certification delay at Kota Junction.
EVT005719,12048,BZA,2026-02-27 14:15,56,Infrastructure,Track maintenance block in effect near Vijayawada Junction.
EVT005720,12278,MYS,2026-02-13 08:00,23,Weather,Heavy rain reducing visibility near Mysuru Junction.
EVT005721,12202,PNBE,2026-02-14 05:30,33,Crew,Guard unavailability causing hold at Patna Junction.
EVT005722,12147,KYN,2026-01-18 23:45,27,Rolling Stock,Brake power certification delay at Kalyan Junction.
EVT005723,12232,SC,2026-02-17 15:30,42,Rolling Stock,"Locomotive failure reported, engine change required at Secunderabad Junction."
EVT005724,12080,KGP,2026-01-09 06:45,35,Signal,Automatic signalling fault reported at Kharagpur Junction yard.
EVT005725,12170,NDLS,2026-01-01 00:00,55,Infrastructure,Speed restriction due to track renewal work near New Delhi.
EVT005726,12188,TATA,2026-03-01 17:15,50,Signal,Automatic signalling fault reported at Tatanagar Junction yard.
EVT005727,12006,GKP,2026-02-02 07:30,62,Signal,Signal failure near Gorakhpur Junction causing hold-up.
EVT005728,12197,MS,2026-01-24 12:45,84,Operational,Platform congestion at Chennai Egmore delaying berthing.
EVT005729,12011,ASN,2026-01-28 18:30,34,Passenger,Overcrowding-related boarding delay at Asansol Junction.
EVT005730,12027,JP,2026-02-19 19:30,24,Weather,Heavy rain reducing visibility near Jaipur Junction.
EVT005731,12200,SBC,2026-01-24 02:30,21,Passenger,"Medical emergency on board, halted at KSR Bengaluru City Junction."
EVT005732,12048,BPL,2026-01-10 22:15,54,Weather,Heavy rain reducing visibility near Bhopal Junction.
EVT005733,12006,COR,2026-02-06 21:15,42,Crew,Guard unavailability causing hold at Kota Junction.
EVT005734,12136,CSMT,2026-01-21 01:45,72,Infrastructure,Overhead equipment (OHE) tripping reported near Chhatrapati Shivaji Maharaj Terminus.
EVT005735,12087,SC,2026-01-02 06:45,1,Weather,High wind speed advisory near Secunderabad Junction affecting running.
EVT005736,12140,KGP,2026-01-04 00:00,25,Signal,Signal failure near Kharagpur Junction causing hold-up.
EVT005737,12168,BZA,2026-01-31 19:00,77,Crew,Crew shortage reported at Vijayawada Junction link.
EVT005738,12221,MYS,2026-02-28 19:45,1,Infrastructure,Overhead equipment (OHE) tripping reported near Mysuru Junction.
EVT005739,12154,NGP,2026-02-22 12:45,64,Operational,Late running of connecting rake into Nagpur Junction.
EVT005740,12267,GHY,2026-02-14 16:45,79,Passenger,Overcrowding-related boarding delay at Guwahati.
EVT005741,12249,MLDT,2026-02-23 09:30,61,Passenger,Overcrowding-related boarding delay at Malda Town.
EVT005742,12221,MFP,2026-01-24 15:15,21,Infrastructure,Track maintenance block in effect near Muzaffarpur Junction.
EVT005743,12102,KYN,2026-01-26 01:30,75,Signal,Points failure at Kalyan Junction delaying departure.
EVT005744,12234,PRYJ,2026-01-05 10:45,75,Infrastructure,Overhead equipment (OHE) tripping reported near Prayagraj Junction.
EVT005745,12271,GKP,2026-01-20 09:45,70,Operational,Crossing conflict with another service at Gorakhpur Junction.
EVT005746,12032,SBC,2026-01-24 15:15,39,Infrastructure,Overhead equipment (OHE) tripping reported near KSR Bengaluru City Junction.
EVT005747,12291,SDAH,2026-01-04 04:00,23,Crew,Guard unavailability causing hold at Sealdah.
EVT005748,12114,COR,2026-02-03 15:00,29,Operational,Crossing conflict with another service at Kota Junction.
EVT005749,12267,GHY,2026-02-03 23:15,22,Crew,Crew shortage reported at Guwahati link.
EVT005750,12068,BPL,2026-02-08 22:00,36,Weather,"Dense fog conditions near Bhopal Junction, speed restricted."
EVT005751,12184,R,2026-01-16 22:15,36,Infrastructure,Overhead equipment (OHE) tripping reported near Raipur Junction.
EVT005752,12018,VSKP,2026-01-23 09:15,42,Rolling Stock,Coach fault detected during pre-departure check at Visakhapatnam.
EVT005753,12319,ASN,2026-01-11 01:00,1,Weather,Heavy rain reducing visibility near Asansol Junction.
EVT005754,12139,BBS,2026-02-05 06:00,21,Infrastructure,Speed restriction due to track renewal work near Bhubaneswar.
EVT005755,12214,BBS,2026-02-14 22:45,27,Weather,Heavy rain reducing visibility near Bhubaneswar.
EVT005756,12224,GHY,2026-01-13 00:15,52,Rolling Stock,Brake power certification delay at Guwahati.
EVT005757,12107,MYS,2026-01-31 22:45,44,Weather,Heavy rain reducing visibility near Mysuru Junction.
EVT005758,12137,SC,2026-01-14 20:00,1,Rolling Stock,Brake power certification delay at Secunderabad Junction.
EVT005759,12078,CSMT,2026-01-14 05:45,18,Infrastructure,Overhead equipment (OHE) tripping reported near Chhatrapati Shivaji Maharaj Terminus.
EVT005760,12005,JP,2026-01-13 03:45,34,Operational,Late running of connecting rake into Jaipur Junction.
EVT005761,12147,UBL,2026-01-17 02:00,10,Operational,Crossing conflict with another service at Hubballi Junction.
EVT005762,12228,TVC,2026-02-13 11:00,32,Rolling Stock,Coach fault detected during pre-departure check at Thiruvananthapuram Central.
EVT005763,12031,LDH,2026-01-22 19:15,14,Signal,Signal failure near Ludhiana Junction causing hold-up.
EVT005764,12294,BWN,2026-01-06 15:45,41,Signal,Signal failure near Barddhaman Junction causing hold-up.
EVT005765,12261,RTM,2026-01-23 09:00,26,Signal,Points failure at Ratlam Junction delaying departure.
EVT005766,12114,SBC,2026-01-10 11:15,25,Signal,Automatic signalling fault reported at KSR Bengaluru City Junction yard.
EVT005767,12165,BCT,2026-01-29 05:00,27,Crew,Guard unavailability causing hold at Mumbai Central.
EVT005768,12166,BCT,2026-01-01 20:45,13,Rolling Stock,Brake power certification delay at Mumbai Central.
EVT005769,12150,BPL,2026-02-24 11:45,1,Signal,Signal failure near Bhopal Junction causing hold-up.
EVT005770,12316,HWH,2026-02-21 01:45,1,Rolling Stock,"Locomotive failure reported, engine change required at Howrah Junction."
EVT005771,12021,MYS,2026-02-18 02:15,41,Weather,High wind speed advisory near Mysuru Junction affecting running.
EVT005772,12002,KYN,2026-01-14 21:15,31,Signal,Signal failure near Kalyan Junction causing hold-up.
EVT005773,12181,NJP,2026-02-28 08:30,39,Infrastructure,Track maintenance block in effect near New Jalpaiguri.
EVT005774,12220,BWN,2026-01-26 01:15,57,Passenger,"Medical emergency on board, halted at Barddhaman Junction."
EVT005775,12243,PRYJ,2026-02-24 12:15,42,Infrastructure,Speed restriction due to track renewal work near Prayagraj Junction.
EVT005776,12084,DLI,2026-02-28 12:15,39,Infrastructure,Track maintenance block in effect near Delhi Junction (Old Delhi).
EVT005777,12116,ROU,2026-02-04 08:15,9,Weather,High wind speed advisory near Rourkela affecting running.
EVT005778,12218,UBL,2026-02-16 01:45,31,Weather,High wind speed advisory near Hubballi Junction affecting running.
EVT005779,12027,JP,2026-01-01 11:00,48,Rolling Stock,Coach fault detected during pre-departure check at Jaipur Junction.
EVT005780,12015,SC,2026-02-10 01:00,76,Rolling Stock,Coach fault detected during pre-departure check at Secunderabad Junction.
EVT005781,12189,SDAH,2026-02-04 11:00,8,Weather,"Dense fog conditions near Sealdah, speed restricted."
EVT005782,12102,KYN,2026-01-04 22:15,62,Operational,Late running of connecting rake into Kalyan Junction.
EVT005783,12116,HWH,2026-02-10 19:30,24,Rolling Stock,"Locomotive failure reported, engine change required at Howrah Junction."
EVT005784,12040,JP,2026-01-11 22:00,65,Operational,Platform congestion at Jaipur Junction delaying berthing.
EVT005785,12213,SC,2026-02-10 10:45,41,Passenger,Overcrowding-related boarding delay at Secunderabad Junction.
EVT005786,12233,MS,2026-01-14 21:15,23,Crew,Loco pilot booking-on delay at Chennai Egmore.
EVT005787,12206,SC,2026-02-25 05:45,14,Weather,Heavy rain reducing visibility near Secunderabad Junction.
EVT005788,12270,GHY,2026-02-06 13:00,41,Weather,Heavy rain reducing visibility near Guwahati.
EVT005789,12094,JP,2026-02-23 01:00,1,Rolling Stock,Coach fault detected during pre-departure check at Jaipur Junction.
EVT005790,12159,AII,2026-02-27 05:30,15,Rolling Stock,Brake power certification delay at Ajmer Junction.
EVT005791,12139,BZA,2026-01-06 16:15,1,Signal,Signal failure near Vijayawada Junction causing hold-up.
EVT005792,12172,MS,2026-01-11 12:45,11,Signal,Points failure at Chennai Egmore delaying departure.
EVT005793,12304,UBL,2026-01-11 19:45,1,Crew,Crew shortage reported at Hubballi Junction link.
EVT005794,12057,BZA,2026-02-14 00:45,19,Rolling Stock,Coach fault detected during pre-departure check at Vijayawada Junction.
EVT005795,12009,VSKP,2026-01-27 11:00,14,Operational,Platform congestion at Visakhapatnam delaying berthing.
EVT005796,12092,JU,2026-01-19 21:00,20,Passenger,Overcrowding-related boarding delay at Jodhpur Junction.
EVT005797,12106,ERS,2026-01-01 21:45,53,Operational,Platform congestion at Ernakulam Junction delaying berthing.
EVT005798,12102,BBS,2026-01-31 19:15,46,Crew,Guard unavailability causing hold at Bhubaneswar.
EVT005799,12193,ROU,2026-02-22 04:00,23,Signal,Points failure at Rourkela delaying departure.
EVT005800,12278,RTM,2026-02-21 12:30,31,Passenger,"Medical emergency on board, halted at Ratlam Junction."
EVT005801,12271,PNBE,2026-01-16 00:00,17,Infrastructure,Track maintenance block in effect near Patna Junction.
EVT005802,12066,VSKP,2026-01-08 10:15,1,Weather,High wind speed advisory near Visakhapatnam affecting running.
EVT005803,12165,NGP,2026-03-01 00:30,50,Passenger,Passenger chain-pulling incident near Nagpur Junction.
EVT005804,12317,BBS,2026-02-27 04:00,49,Passenger,"Medical emergency on board, halted at Bhubaneswar."
EVT005805,12071,SUR,2026-02-25 05:30,17,Rolling Stock,"Locomotive failure reported, engine change required at Solapur Junction."
EVT005806,12266,MYS,2026-02-10 00:45,17,Operational,Crossing conflict with another service at Mysuru Junction.
EVT005807,12293,HYB,2026-01-09 07:15,29,Crew,Loco pilot booking-on delay at Hyderabad Deccan.
EVT005808,12068,CSMT,2026-01-20 00:15,40,Crew,Guard unavailability causing hold at Chhatrapati Shivaji Maharaj Terminus.
EVT005809,12057,BZA,2026-02-24 00:15,48,Infrastructure,Speed restriction due to track renewal work near Vijayawada Junction.
EVT005810,12092,JU,2026-01-07 13:30,51,Signal,Points failure at Jodhpur Junction delaying departure.
EVT005811,12019,SUR,2026-01-24 10:00,38,Infrastructure,Track maintenance block in effect near Solapur Junction.
EVT005812,12314,COR,2026-01-26 22:15,64,Crew,Crew shortage reported at Kota Junction link.
EVT005813,12264,KYN,2026-02-24 00:45,11,Signal,Automatic signalling fault reported at Kalyan Junction yard.
EVT005814,12299,JHS,2026-01-19 12:15,29,Passenger,"Medical emergency on board, halted at Jhansi Junction."
EVT005815,12011,GHY,2026-02-22 17:30,41,Rolling Stock,Brake power certification delay at Guwahati.
EVT005816,12120,BCT,2026-01-24 07:15,26,Rolling Stock,Coach fault detected during pre-departure check at Mumbai Central.
EVT005817,12304,KGP,2026-02-21 10:15,8,Weather,Heavy rain reducing visibility near Kharagpur Junction.
EVT005818,12086,VSKP,2026-02-10 23:15,5,Infrastructure,Track maintenance block in effect near Visakhapatnam.
EVT005819,12167,ST,2026-01-19 09:15,2,Signal,Signal failure near Surat causing hold-up.
EVT005820,12264,MAO,2026-01-21 08:45,15,Signal,Points failure at Madgaon Junction delaying departure.
EVT005821,12045,NGP,2026-02-22 12:45,1,Operational,Crossing conflict with another service at Nagpur Junction.
EVT005822,12158,TVC,2026-02-11 13:45,35,Rolling Stock,Brake power certification delay at Thiruvananthapuram Central.
EVT005823,12192,ADI,2026-01-23 22:30,1,Crew,Crew shortage reported at Ahmedabad Junction link.
EVT005824,12075,JP,2026-01-04 23:00,66,Passenger,Passenger chain-pulling incident near Jaipur Junction.
EVT005825,12270,GKP,2026-01-15 23:45,99,Infrastructure,Track maintenance block in effect near Gorakhpur Junction.
EVT005826,12164,BSP,2026-01-27 22:30,55,Infrastructure,Track maintenance block in effect near Bilaspur Junction.
EVT005827,12171,PUNE,2026-01-15 22:45,38,Weather,Heavy rain reducing visibility near Pune Junction.
EVT005828,12156,VSKP,2026-01-20 03:15,16,Signal,Points failure at Visakhapatnam delaying departure.
EVT005829,12284,SDAH,2026-01-18 22:00,11,Signal,Signal failure near Sealdah causing hold-up.
